"","Poke.x","Poke.y","weight","d.x","m.x","s.x","d.y","m.y","s.y","z.x","z.y"
"46","Amoonguss","Alomomola",2,114,1.14035087719298,0.373388999332107,69,1.14492753623188,0.393900641355173,2.30228829543639,2.17078210592989
"47","Amoonguss","Clefable",2,114,1.14035087719298,0.373388999332107,126,1.17460317460317,0.439624659533381,2.30228829543639,1.8775034736971
"48","Amoonguss","Incineroar",3,114,1.14035087719298,0.373388999332107,92,1.30434782608696,0.606541817675112,4.98046039420934,2.79560637782984
"49","Amoonguss","Infernape",2,114,1.14035087719298,0.373388999332107,105,1.21904761904762,0.43811116390865,2.30228829543639,1.78254389590313
"50","Amoonguss","Jirachi",2,114,1.14035087719298,0.373388999332107,109,1.1651376146789,0.441247420890373,2.30228829543639,1.89205045921055
"51","Amoonguss","Keldeo",2,114,1.14035087719298,0.373388999332107,45,1.08888888888889,0.287799032014152,2.30228829543639,3.16578935215567
"52","Amoonguss","Kyurem",2,114,1.14035087719298,0.373388999332107,97,1.21649484536082,0.483623564952453,2.30228829543639,1.62007232777461
"53","Amoonguss","Lycanroc-Dusk",2,114,1.14035087719298,0.373388999332107,56,1.07142857142857,0.259870097418821,2.30228829543639,3.57321383950879
"54","Amoonguss","Magneton",2,114,1.14035087719298,0.373388999332107,46,1.08695652173913,0.284884924644768,2.30228829543639,3.20495540225364
"55","Amoonguss","Mamoswine",2,114,1.14035087719298,0.373388999332107,108,1.19444444444444,0.501555213709074,2.30228829543639,1.60611540571646
"56","Amoonguss","Mimikyu",2,114,1.14035087719298,0.373388999332107,69,1.15942028985507,0.368749412992438,2.30228829543639,2.27954182577144
"57","Amoonguss","Mismagius",2,114,1.14035087719298,0.373388999332107,64,1.09375,0.293784825696502,2.30228829543639,3.08474066981327
"58","Amoonguss","Regieleki",2,114,1.14035087719298,0.373388999332107,37,1.05405405405405,0.229243435135126,2.30228829543639,4.12638183243226
"59","Amoonguss","Ribombee",2,114,1.14035087719298,0.373388999332107,86,1.27906976744186,0.545595471576379,2.30228829543639,1.32136403272404
"60","Amoonguss","Slowking",2,114,1.14035087719298,0.373388999332107,95,1.14736842105263,0.411753413416631,2.30228829543639,2.0707334806831
"61","Annihilape","Absol-Mega",2,48,1.04166666666667,0.201940936523459,75,1.05333333333333,0.226210457696304,4.74561200830128,4.18489346738162
"62","Annihilape","Sandy_Shocks",2,48,1.04166666666667,0.201940936523459,46,1.04347826086957,0.206184570942362,4.74561200830128,4.63915284620315
"63","Araquanid","Garchomp",2,63,1.0952380952381,0.295901341136933,95,1.24210526315789,0.499271585874228,3.05764719174832,1.51800094033997
"64","Araquanid","Hariyama",2,63,1.0952380952381,0.295901341136933,27,1.11111111111111,0.320256307610174,3.05764719174832,2.77555466595484
"65","Araquanid","Melmetal",2,63,1.0952380952381,0.295901341136933,63,1.11111111111111,0.36416546713712,3.05764719174832,2.44089286081097
"66","Araquanid","Muk-Alola",2,63,1.0952380952381,0.295901341136933,77,1.16883116883117,0.441367414752374,3.05764719174832,1.8831676362768
"67","Araquanid","Nidoking",2,63,1.0952380952381,0.295901341136933,84,1.19047619047619,0.477851377716244,3.05764719174832,1.69409119084829
"68","Araquanid","Ninetales-Alola",2,63,1.0952380952381,0.295901341136933,72,1.09722222222222,0.342308740562398,3.05764719174832,2.63732026326455
"69","Arcanine","Aromatisse",2,96,1.14583333333333,0.354791760026154,76,1.18421052631579,0.508868714327234,2.40751551446319,1.60314330733174
"70","Arcanine","Decidueye",2,96,1.14583333333333,0.354791760026154,68,1.17647058823529,0.455191495559286,2.40751551446319,1.80919331709581
"71","Arcanine","Diancie-Mega",2,96,1.14583333333333,0.354791760026154,80,1.3625,0.641275430072906,2.40751551446319,0.994112623225754
"72","Arcanine","Empoleon",2,96,1.14583333333333,0.354791760026154,100,1.29,0.68600733276406,2.40751551446319,1.03497435973354
"73","Arcanine","Gallade-Mega",2,96,1.14583333333333,0.354791760026154,86,1.25581395348837,0.557009800560688,2.40751551446319,1.33603761686514
"74","Arcanine","Heliolisk",2,96,1.14583333333333,0.354791760026154,55,1.09090909090909,0.29012942659283,2.40751551446319,3.13339780720256
"75","Arcanine","Hoopa-Unbound",2,96,1.14583333333333,0.354791760026154,44,1.13636363636364,0.408679614715664,2.40751551446319,2.11323572925758
"76","Arcanine","Latios-Mega",2,96,1.14583333333333,0.354791760026154,64,1.09375,0.293784825696502,2.40751551446319,3.08474066981327
"77","Arcanine","Lickilicky",2,96,1.14583333333333,0.354791760026154,71,1.25352112676056,0.553387228391914,2.40751551446319,1.34892681822207
"78","Arcanine","Noivern",2,96,1.14583333333333,0.354791760026154,62,1.12903225806452,0.38342165154929,2.40751551446319,2.27156640324345
"79","Arcanine","Rotom",2,96,1.14583333333333,0.354791760026154,74,1.18918918918919,0.458576584950744,2.40751551446319,1.76810338211643
"80","Arcanine","Rotom-Fan",2,96,1.14583333333333,0.354791760026154,19,1.05263157894737,0.229415733870562,2.40751551446319,4.12948320967011
"81","Arcanine","Tapu_Koko",2,96,1.14583333333333,0.354791760026154,152,1.29605263157895,0.649389073974149,2.40751551446319,1.08401480196305
"82","Arcanine","Tornadus-Therian",2,96,1.14583333333333,0.354791760026154,128,1.2421875,0.585199256058429,2.40751551446319,1.29496490666136
"83","Arcanine-Hisui","Rotom-Wash",2,36,1.02777777777778,0.166666666666667,93,1.24731182795699,0.583391768929105,5.83333333333333,1.29019333513168
"84","Archaludon","Alcremie",2,35,1.08571428571429,0.284028640998691,19,1.05263157894737,0.229415733870562,3.21899126465182,4.12948320967011
"85","Archaludon","Buzzwole",2,35,1.08571428571429,0.284028640998691,60,1.13333333333333,0.342803331800882,3.21899126465182,2.5281745720315
"86","Archaludon","Zoroark-Hisui",2,35,1.08571428571429,0.284028640998691,46,1.06521739130435,0.249637418228338,3.21899126465182,3.74456127342507
"87","Archeops","Decidueye",2,54,1.11111111111111,0.317220634287258,68,1.17647058823529,0.455191495559286,2.80211560287078,1.80919331709581
"88","Archeops","Golurk",2,54,1.11111111111111,0.317220634287258,44,1.11363636363636,0.32103822064055,2.80211560287078,2.76092869750873
"89","Archeops","Gurdurr",2,54,1.11111111111111,0.317220634287258,71,1.12676056338028,0.335072591912718,2.80211560287078,2.60612015932114
"90","Archeops","Haxorus",2,54,1.11111111111111,0.317220634287258,112,1.15178571428571,0.3846098158195,2.80211560287078,2.2053890743973
"91","Archeops","Hydreigon",2,54,1.11111111111111,0.317220634287258,104,1.23076923076923,0.466983071370874,2.80211560287078,1.64723480654795
"92","Archeops","Lopunny-Mega",2,54,1.11111111111111,0.317220634287258,112,1.24107142857143,0.450135829636194,2.80211560287078,1.68599902843092
"93","Arctovish","Pidgeot-Mega",2,28,1.03571428571429,0.188982236504614,71,1.11267605633803,0.318446935460565,5.10252038562457,2.78641068527995
"94","Armaldo","Gastrodon",2,47,1.04255319148936,0.204029708888579,44,1.13636363636364,0.408679614715664,4.69268330443731,2.11323572925758
"95","Armaldo","Iron_Valiant",2,47,1.04255319148936,0.204029708888579,62,1.08064516129032,0.274512211008175,4.69268330443731,3.34904897429973
"96","Aromatisse","Arcanine",2,76,1.18421052631579,0.508868714327234,96,1.14583333333333,0.354791760026154,1.60314330733174,2.40751551446319
"97","Aromatisse","Empoleon",3,76,1.18421052631579,0.508868714327234,100,1.29,0.68600733276406,3.56828671631902,2.49268472555544
"98","Aromatisse","Garchomp",2,76,1.18421052631579,0.508868714327234,95,1.24210526315789,0.499271585874228,1.60314330733174,1.51800094033997
"99","Aromatisse","Haxorus",2,76,1.18421052631579,0.508868714327234,112,1.15178571428571,0.3846098158195,1.60314330733174,2.2053890743973
"100","Aromatisse","Jolteon",2,76,1.18421052631579,0.508868714327234,114,1.21929824561404,0.52812528564918,1.60314330733174,1.47825104307648
"101","Aromatisse","Kartana",2,76,1.18421052631579,0.508868714327234,56,1.07142857142857,0.259870097418821,1.60314330733174,3.57321383950879
"102","Aromatisse","Nidoking",2,76,1.18421052631579,0.508868714327234,84,1.19047619047619,0.477851377716244,1.60314330733174,1.69409119084829
"103","Aromatisse","Roserade",2,76,1.18421052631579,0.508868714327234,76,1.05263157894737,0.224780594779607,1.60314330733174,4.21463615211762
"104","Aromatisse","Scizor-Mega",2,76,1.18421052631579,0.508868714327234,107,1.2803738317757,0.697629308002635,1.60314330733174,1.03153087172419
"105","Aromatisse","Slowbro",2,76,1.18421052631579,0.508868714327234,73,1.0958904109589,0.29647857153426,1.60314330733174,3.04949387863811
"106","Aromatisse","Tornadus-Therian",4,76,1.18421052631579,0.508868714327234,128,1.2421875,0.585199256058429,5.53343012530631,4.71260424795319
"107","Audino-Mega","Heatran",2,48,1.02083333333333,0.144337567297406,96,1.125,0.362738125055006,6.7838656629781,2.41220853161579
"108","Avalugg-Hisui","Gouging_Fire",2,28,1.03571428571429,0.188982236504614,37,1.02702702702703,0.164398987305357,5.10252038562456,5.91836354299287
"109","Azelf","Kyurem",2,44,1.11363636363636,0.32103822064055,97,1.21649484536082,0.483623564952453,2.76092869750873,1.62007232777461
"110","Azelf","Mienshao",2,44,1.11363636363636,0.32103822064055,99,1.11111111111111,0.346671899489548,2.76092869750873,2.56406386037553
"111","Azelf","Raikou",2,44,1.11363636363636,0.32103822064055,77,1.15584415584416,0.43118365439112,2.76092869750873,1.9577640190185
"112","Azelf","Serperior",2,44,1.11363636363636,0.32103822064055,98,1.10204081632653,0.304258297699363,2.76092869750873,2.95130548768382
"113","Azelf","Tornadus-Therian",2,44,1.11363636363636,0.32103822064055,128,1.2421875,0.585199256058429,2.76092869750873,1.29496490666136
"114","Banette-Mega","Darkrai",2,38,1.02631578947368,0.162221421130763,18,1.05555555555556,0.235702260395516,6.00219258183821,4.00693842672377
"115","Barraskewda","Pelipper",2,29,1.03448275862069,0.185695338177052,47,1.06382978723404,0.247092248145165,5.19946946895745,3.78874780489254
"116","Basculin","Druddigon",2,29,1.03448275862069,0.185695338177052,77,1.15584415584416,0.399504135573584,5.19946946895745,2.1130090254106
"117","Bastiodon","Iron_Treads",2,28,1.07142857142857,0.262265264156481,55,1.05454545454545,0.229183883650776,3.5405810661125,4.12530990571397
"118","Bastiodon","Oricorio",2,28,1.07142857142857,0.262265264156481,28,1.03571428571429,0.188982236504614,3.5405810661125,5.10252038562456
"119","Baxcalibur","Iron_Treads",2,40,1.2,0.516397779494322,55,1.05454545454545,0.229183883650776,1.54919333848297,4.12530990571397
"120","Baxcalibur","Meowscarada",2,40,1.2,0.516397779494322,62,1.06451612903226,0.247675603670653,1.54919333848297,3.77705295597746
"121","Baxcalibur","Orthworm",2,40,1.2,0.516397779494322,38,1.02631578947368,0.162221421130763,1.54919333848297,6.00219258183821
"122","Baxcalibur","Pidgeot-Mega",2,40,1.2,0.516397779494322,71,1.11267605633803,0.318446935460565,1.54919333848297,2.78641068527995
"123","Baxcalibur","Rotom-Heat",3,40,1.2,0.516397779494322,121,1.21487603305785,0.486597225129914,3.48568501158668,3.66858640935642
"124","Baxcalibur","Slowking-Galar",3,40,1.2,0.516397779494322,49,1.18367346938776,0.486204234682432,3.48568501158668,3.73572750101322
"125","Beedrill-Mega","Goodra",2,65,1.07692307692308,0.268543077764787,81,1.09876543209877,0.300205690802362,3.43735139538928,3.00205690802362
"126","Beedrill-Mega","Mienshao",2,65,1.07692307692308,0.268543077764787,99,1.11111111111111,0.346671899489548,3.43735139538928,2.56406386037553
"127","Beedrill-Mega","Raikou",2,65,1.07692307692308,0.268543077764787,77,1.15584415584416,0.43118365439112,3.43735139538928,1.9577640190185
"128","Beedrill-Mega","Umbreon",2,65,1.07692307692308,0.268543077764787,79,1.12658227848101,0.404052821108854,3.43735139538928,2.16164242863604
"129","Beedrill-Mega","Zapdos",2,65,1.07692307692308,0.268543077764787,79,1.10126582278481,0.303608076851989,3.43735139538928,2.96017874930689
"130","Bellibolt","Forretress",2,46,1.04347826086957,0.206184570942362,82,1.08536585365854,0.28114490408193,4.63915284620315,3.25324817580519
"131","Bellibolt","Kyurem",2,46,1.04347826086957,0.206184570942362,97,1.21649484536082,0.483623564952453,4.63915284620315,1.62007232777461
"132","Bisharp","Buzzwole",2,46,1.08695652173913,0.354406355380797,60,1.13333333333333,0.342803331800882,2.57626158334502,2.5281745720315
"133","Bisharp","Electrode",2,46,1.08695652173913,0.354406355380797,35,1.14285714285714,0.355035801248363,2.57626158334502,2.41424344848887
"134","Bisharp","Slowking",3,46,1.08695652173913,0.354406355380797,95,1.14736842105263,0.411753413416631,5.3978814127229,4.49937151358304
"135","Blacephalon","Haxorus",2,28,1.07142857142857,0.262265264156481,112,1.15178571428571,0.3846098158195,3.5405810661125,2.2053890743973
"136","Blacephalon","Nidoking",2,28,1.07142857142857,0.262265264156481,84,1.19047619047619,0.477851377716244,3.5405810661125,1.69409119084829
"137","Blastoise-Mega","Ambipom",2,63,1.0952380952381,0.295901341136933,45,1.06666666666667,0.252262489554756,3.05764719174832,3.6998498468031
"138","Blastoise-Mega","Buzzwole",2,63,1.0952380952381,0.295901341136933,60,1.13333333333333,0.342803331800882,3.05764719174832,2.5281745720315
"139","Blastoise-Mega","Jirachi",2,63,1.0952380952381,0.295901341136933,109,1.1651376146789,0.441247420890373,3.05764719174832,1.89205045921055
"140","Blastoise-Mega","Jolteon",2,63,1.0952380952381,0.295901341136933,114,1.21929824561404,0.52812528564918,3.05764719174832,1.47825104307648
"141","Blastoise-Mega","Krookodile",2,63,1.0952380952381,0.295901341136933,87,1.13793103448276,0.346826603453182,3.05764719174832,2.48559065808114
"142","Blastoise-Mega","Tapu_Koko",2,63,1.0952380952381,0.295901341136933,152,1.29605263157895,0.649389073974149,3.05764719174832,1.08401480196305
"143","Blaziken","Diancie-Mega",2,28,1.03571428571429,0.188982236504614,80,1.3625,0.641275430072906,5.10252038562456,0.994112623225754
"144","Blissey","Buzzwole",2,71,1.08450704225352,0.28012644457405,60,1.13333333333333,0.342803331800882,3.26814185336391,2.5281745720315
"145","Blissey","Ditto",2,71,1.08450704225352,0.28012644457405,45,1.11111111111111,0.382706998191366,3.26814185336391,2.32263557523036
"146","Blissey","Gyarados-Mega",2,71,1.08450704225352,0.28012644457405,28,1.03571428571429,0.188982236504614,3.26814185336391,5.10252038562456
"147","Blissey","Hitmontop",2,71,1.08450704225352,0.28012644457405,64,1.25,0.590936840285279,3.26814185336391,1.26917116833997
"148","Blissey","Pecharunt",2,71,1.08450704225352,0.28012644457405,36,1.02777777777778,0.166666666666667,3.26814185336391,5.83333333333334
"149","Blissey","Tapu_Koko",2,71,1.08450704225352,0.28012644457405,152,1.29605263157895,0.649389073974149,3.26814185336391,1.08401480196305
"150","Brambleghast","Slowking",2,37,1.02702702702703,0.164398987305357,95,1.14736842105263,0.411753413416631,5.91836354299286,2.0707334806831
"151","Breloom","Excadrill",2,57,1.03508771929825,0.185637153830276,73,1.23287671232877,0.540589902719589,5.19784030724772,1.41904849463892
"152","Breloom","Scolipede",2,57,1.03508771929825,0.185637153830276,50,1.18,0.388087934491604,5.19784030724772,2.11292319889873
"153","Bronzong","Clefable",2,63,1.0952380952381,0.295901341136934,126,1.17460317460317,0.439624659533381,3.05764719174831,1.8775034736971
"154","Bronzong","Lopunny-Mega",2,63,1.0952380952381,0.295901341136934,112,1.24107142857143,0.450135829636194,3.05764719174831,1.68599902843092
"155","Bronzong","Rotom-Mow",2,63,1.0952380952381,0.295901341136934,74,1.08108108108108,0.274822819971154,3.05764719174831,3.34367764298238
"156","Bronzong","Rotom-Wash",2,63,1.0952380952381,0.295901341136934,93,1.24731182795699,0.583391768929105,3.05764719174831,1.29019333513168
"157","Bronzong","Whimsicott",2,63,1.0952380952381,0.295901341136934,55,1.07272727272727,0.262081797702299,3.05764719174831,3.53810426898103
"158","Bronzong","Zygarde",2,63,1.0952380952381,0.295901341136934,111,1.32432432432432,0.689692450064284,3.05764719174831,0.979676775659495
"159","Brute_Bonnet","Torkoal",2,18,1.05555555555556,0.235702260395516,52,1.13461538461538,0.397484549155682,4.00693842672377,2.17715284084079
"160","Buzzwole","Archaludon",2,60,1.13333333333333,0.342803331800882,35,1.08571428571429,0.284028640998691,2.5281745720315,3.21899126465182
"161","Buzzwole","Bisharp",2,60,1.13333333333333,0.342803331800882,46,1.08695652173913,0.354406355380797,2.5281745720315,2.57626158334502
"162","Buzzwole","Blastoise-Mega",2,60,1.13333333333333,0.342803331800882,63,1.0952380952381,0.295901341136933,2.5281745720315,3.05764719174832
"163","Buzzwole","Blissey",2,60,1.13333333333333,0.342803331800882,71,1.08450704225352,0.28012644457405,2.5281745720315,3.26814185336391
"164","Buzzwole","Electrode",2,60,1.13333333333333,0.342803331800882,35,1.14285714285714,0.355035801248363,2.5281745720315,2.41424344848887
"165","Buzzwole","Rotom-Heat",2,60,1.13333333333333,0.342803331800882,121,1.21487603305785,0.486597225129914,2.5281745720315,1.61349865226324
"166","Buzzwole","Tapu_Koko",2,60,1.13333333333333,0.342803331800882,152,1.29605263157895,0.649389073974149,2.5281745720315,1.08401480196305
"167","Buzzwole","Vaporeon",2,60,1.13333333333333,0.342803331800882,75,1.18666666666667,0.455991148957881,2.5281745720315,1.7836603521628
"168","Celebi","Lanturn",2,57,1.03508771929825,0.185637153830276,37,1.05405405405405,0.229243435135125,5.19784030724772,4.12638183243226
"169","Celebi","Mienshao",2,57,1.03508771929825,0.185637153830276,99,1.11111111111111,0.346671899489548,5.19784030724772,2.56406386037553
"170","Celesteela","Ditto",3,111,1.24324324324324,0.591088613818393,45,1.11111111111111,0.382706998191366,2.97207003431892,4.93560059736452
"171","Celesteela","Donphan",2,111,1.24324324324324,0.591088613818393,92,1.19565217391304,0.398875629485457,1.28027632247584,2.01653790462092
"172","Celesteela","Drapion",2,111,1.24324324324324,0.591088613818393,51,1.17647058823529,0.477739776570516,1.28027632247584,1.72380331752248
"173","Celesteela","Gardevoir-Mega",2,111,1.24324324324324,0.591088613818393,61,1.13114754098361,0.38623869286861,1.28027632247584,2.24952205736663
"174","Celesteela","Gurdurr",2,111,1.24324324324324,0.591088613818393,71,1.12676056338028,0.335072591912718,1.28027632247584,2.60612015932114
"175","Celesteela","Hitmontop",4,111,1.24324324324324,0.591088613818393,64,1.25,0.590936840285279,4.663863746162,4.65362761724657
"176","Celesteela","Latias-Mega",2,111,1.24324324324324,0.591088613818393,60,1.16666666666667,0.45720842951831,1.28027632247584,1.82265522578245
"177","Celesteela","Mamoswine",3,111,1.24324324324324,0.591088613818393,108,1.19444444444444,0.501555213709074,2.97207003431892,3.59991384039897
"178","Celesteela","Noivern",2,111,1.24324324324324,0.591088613818393,62,1.12903225806452,0.38342165154929,1.28027632247584,2.27156640324345
"179","Celesteela","Shaymin",2,111,1.24324324324324,0.591088613818393,110,1.17272727272727,0.446373581743737,1.28027632247584,1.85331919519302
"180","Celesteela","Silvally",3,111,1.24324324324324,0.591088613818393,97,1.20618556701031,0.477365695115236,2.97207003431892,3.75773636720306
"181","Celesteela","Swampert",2,111,1.24324324324324,0.591088613818393,53,1.11320754716981,0.319878423929766,1.28027632247584,2.77227967405797
"182","Celesteela","Sylveon",3,111,1.24324324324324,0.591088613818393,109,1.1743119266055,0.404695511905481,2.97207003431892,4.51126345532811
"183","Celesteela","Toxapex",3,111,1.24324324324324,0.591088613818393,61,1.11475409836066,0.369610635477286,2.97207003431892,5.10062676958656
"184","Celesteela","Umbreon",2,111,1.24324324324324,0.591088613818393,79,1.12658227848101,0.404052821108854,1.28027632247584,2.16164242863604
"185","Celesteela","Venusaur-Mega",3,111,1.24324324324324,0.591088613818393,82,1.20731707317073,0.490346435307211,2.97207003431892,3.65595178785407
"186","Centiskorch","Diancie-Mega",2,28,1.07142857142857,0.262265264156481,80,1.3625,0.641275430072906,3.5405810661125,0.994112623225754
"187","Centiskorch","Obstagoon",2,28,1.07142857142857,0.262265264156481,38,1.05263157894737,0.226294285921414,3.5405810661125,4.18644428954616
"188","Chandelure","Alomomola",2,58,1.03448275862069,0.18405922400992,69,1.14492753623188,0.393900641355173,5.2456878842827,2.17078210592989
"189","Chandelure","Grimmsnarl",2,58,1.03448275862069,0.18405922400992,70,1.12857142857143,0.377690486403442,5.2456878842827,2.30725581606979
"190","Chansey","Muk-Alola",3,56,1.07142857142857,0.322329185610152,77,1.16883116883117,0.441367414752374,5.98323550788845,4.14885369867233
"191","Chansey","Noivern",2,56,1.07142857142857,0.322329185610152,62,1.12903225806452,0.38342165154929,2.88081709639074,2.27156640324345
"192","Chansey","Seismitoad",2,56,1.07142857142857,0.322329185610152,64,1.078125,0.323899234771733,2.88081709639074,2.8461783821431
"193","Charizard","Serperior",2,19,1.05263157894737,0.229415733870562,98,1.10204081632653,0.304258297699363,4.12948320967011,2.95130548768382
"194","Charizard-Mega-X","Necrozma",2,54,1.11111111111111,0.371974165600534,72,1.08333333333333,0.32501354251308,2.38965221537313,2.82039529669683
"195","Charizard-Mega-X","Rhyperior",2,54,1.11111111111111,0.371974165600534,48,1.04166666666667,0.201940936523459,2.38965221537313,4.74561200830128
"196","Charizard-Mega-X","Snorlax",3,54,1.11111111111111,0.371974165600534,83,1.19277108433735,0.505043618625821,5.0780109576679,3.57836204441106
"197","Charizard-Mega-X","Starmie",2,54,1.11111111111111,0.371974165600534,63,1.11111111111111,0.316793975540994,2.38965221537313,2.80588949764881
